歌单名称,播放量,歌单链接,用户名称,用户链接
逃跑计划-逃不掉的热爱,155万,https://music.163.com/#/playlist?id=20111218,夏日的蜜糖果树,https://music.163.com/#/user/home?id=17664160
beyond ·黄家驹原作精选集 CD1,153万,https://music.163.com/#/playlist?id=2809975069,小蛮腰Rr,https://music.163.com/#/user/home?id=421763803
公路之歌：此生必驾318川藏线,151万,https://music.163.com/#/playlist?id=2354578723,何小飯儿,https://music.163.com/#/user/home?id=434456227
摇滚火花° 美妙的合作,151万,https://music.163.com/#/playlist?id=594763827,玛丽锁链不同意,https://music.163.com/#/user/home?id=68140853
电吉他大佬最耐听抒情 Solo百首,150万,https://music.163.com/#/playlist?id=360794319,路ccc,https://music.163.com/#/user/home?id=36904117
夏日摇滚 | 漫漫夏月夜 微风吹来清凉的旋律,148万,https://music.163.com/#/playlist?id=6753971696,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
永恒经典——Queen乐队,147万,https://music.163.com/#/playlist?id=541112712,SunqbS,https://music.163.com/#/user/home?id=32862595
你不明白英伦摇滚为何这么屌,145万,https://music.163.com/#/playlist?id=46352665,左撇子的忧伤,https://music.163.com/#/user/home?id=44364585
清新摇滚 I 自由之风 缱绻耳畔的悸动,145万,https://music.163.com/#/playlist?id=578813050,YouTube全球音乐,https://music.163.com/#/user/home?id=7394345
「后摇」 独而不孤 阴郁自行者,140万,https://music.163.com/#/playlist?id=490812647,墨_檬檬,https://music.163.com/#/user/home?id=37656750
抒情摇滚｜躁动青春 文艺又浪漫,138万,https://music.163.com/#/playlist?id=7392751344,白鸟星野,https://music.163.com/#/user/home?id=340337803
在世界以外冲浪 进入独立乐队的神秘岛屿,138万,https://music.163.com/#/playlist?id=2751898230,原创君,https://music.163.com/#/user/home?id=201586
棱镜x夏企 总有一天我会和你去海边,137万,https://music.163.com/#/playlist?id=6991888060,布丁的雨天日记,https://music.163.com/#/user/home?id=485919532
SCHOOL的午夜歌单Vol.2,137万,https://music.163.com/#/playlist?id=468455499,SCHOOL学校酒吧,https://music.163.com/#/user/home?id=279163426
两首歌爱上一个乐队（英伦篇）,136万,https://music.163.com/#/playlist?id=98062841,Mr_Vanser,https://music.163.com/#/user/home?id=45159265
开车必听的中文摇滚歌曲,135万,https://music.163.com/#/playlist?id=5374629910,申晓康-念,https://music.163.com/#/user/home?id=346784058
「中国摇滚编年史」中国独立音乐全收录,134万,https://music.163.com/#/playlist?id=608219885,断鸢DarkEagle,https://music.163.com/#/user/home?id=15825940
高能量铁馆 | 举铁人的必选去处,133万,https://music.163.com/#/playlist?id=7480700972,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
